,food_list,source
1940,鐵蠶豆,eHowNet-animate
1941,四季豆,eHowNet-animate
1942,敏豆,eHowNet-animate
1943,碗豆,eHowNet-animate
1944,筋豆,eHowNet-animate
1945,羅漢豆,eHowNet-animate
1946,胡豆,eHowNet-animate
1947,芽豆,eHowNet-animate
1948,荳,eHowNet-animate
1949,菜豆,eHowNet-animate
1950,菽,eHowNet-animate
1951,蓽,eHowNet-animate
1952,蜿豌豆,eHowNet-animate
1953,蠶豆,eHowNet-animate
1954,豆,eHowNet-animate
1955,豆子,eHowNet-animate
1956,豆豆,eHowNet-animate
1957,豆類,eHowNet-animate
1958,豌豆,eHowNet-animate
1959,高粱,eHowNet-animate
1960,野麥,eHowNet-animate
1961,麥浪,eHowNet-animate
1962,麥粉,eHowNet-animate
1963,麥芒,eHowNet-animate
1964,麥苗,eHowNet-animate
1965,麩,eHowNet-animate
1966,黑麥,eHowNet-animate
1967,大麥,eHowNet-animate
1968,小麥,eHowNet-animate
1969,燕麥,eHowNet-animate
1970,蕎麥,eHowNet-animate
1971,裸麥,eHowNet-animate
1972,青稞,eHowNet-animate
1973,麥,eHowNet-animate
1974,麥子,eHowNet-animate
1975,亞麻,eHowNet-animate
1976,瓊麻,eHowNet-animate
1977,痲類,eHowNet-animate
1978,白麻,eHowNet-animate
1979,苧,eHowNet-animate
1980,苧麻,eHowNet-animate
1981,菎麻,eHowNet-animate
1982,蕁麻,eHowNet-animate
1983,麻,eHowNet-animate
1984,麻類,eHowNet-animate
1985,黃麻,eHowNet-animate
1986,小米,eHowNet-animate
1987,稷,eHowNet-animate
1988,粟,eHowNet-animate
1989,粟米,eHowNet-animate
1990,粟類,eHowNet-animate
1991,芑,eHowNet-animate
1992,黃米,eHowNet-animate
1993,黃粱,eHowNet-animate
1994,黍,eHowNet-animate
1995,黍子,eHowNet-animate
1996,黍米,eHowNet-animate
1997,原棉,eHowNet-animate
1998,皮棉,eHowNet-animate
1999,棉製,eHowNet-animate
2000,棉質,eHowNet-animate
2001,純棉,eHowNet-animate
2002,純綿,eHowNet-animate
2003,脫脂棉,eHowNet-animate
2004,藥棉,eHowNet-animate
2005,在來米,eHowNet-animate
2006,年糕米,eHowNet-animate
2007,稻穗,eHowNet-animate
2008,稻胚,eHowNet-animate
2009,稻草,eHowNet-animate
2010,芻,eHowNet-animate
2011,稻秧,eHowNet-animate
2012,稻苗,eHowNet-animate
2013,穀,eHowNet-animate
2014,穀子,eHowNet-animate
2015,穀粒,eHowNet-animate
2016,穀類,eHowNet-animate
2017,粗米,eHowNet-animate
2018,糙米,eHowNet-animate
2019,糲,eHowNet-animate
2020,胚芽米,eHowNet-animate
2021,稃,eHowNet-animate
2022,米殼,eHowNet-animate
2023,米糠,eHowNet-animate
2024,糟糠,eHowNet-animate
2025,糠,eHowNet-animate
2026,糠秕,eHowNet-animate
2027,江米,eHowNet-animate
2028,糯,eHowNet-animate
2029,糯稻,eHowNet-animate
2030,糯米,eHowNet-animate
2031,豇,eHowNet-animate
2032,豇豆,eHowNet-animate
2033,烏豆,eHowNet-animate
2034,黑豆,eHowNet-animate
2035,大豆,eHowNet-animate
2036,毛豆,eHowNet-animate
2037,黃豆,eHowNet-animate
2038,燕麥片,eHowNet-animate
2039,麥片,eHowNet-animate
2040,麵粉,eHowNet-animate
2041,芋,eHowNet-animate
2042,芋泥,eHowNet-animate
2043,芋頭,eHowNet-animate
2044,野芋,eHowNet-animate
2045,根,eHowNet-animate
2046,根兒,eHowNet-animate
2047,根柢,eHowNet-animate
2048,根苗,eHowNet-animate
2049,主根,eHowNet-animate
2050,假根,eHowNet-animate
2051,塊根,eHowNet-animate
2052,山葵,eHowNet-animate
2053,根冠,eHowNet-animate
2054,氣根,eHowNet-animate
2055,球根,eHowNet-animate
2056,甘草,eHowNet-animate
2057,甘草粉,eHowNet-animate
2058,芥菜頭,eHowNet-animate
2059,草根,eHowNet-animate
2060,附子,eHowNet-animate
2061,地黃,eHowNet-animate
2062,蔘,eHowNet-animate
2063,柢,eHowNet-animate
2064,樹根,eHowNet-animate
2065,樹根頭,eHowNet-animate
2066,根芽,eHowNet-animate
2067,胚根,eHowNet-animate
2068,木薯,eHowNet-animate
2069,樹薯,eHowNet-animate
2070,菜根,eHowNet-animate
2071,地瓜,eHowNet-animate
2072,山竽,eHowNet-animate
2073,山芋,eHowNet-animate
2074,甘薯,eHowNet-animate
2075,甘藷,eHowNet-animate
2076,甜薯,eHowNet-animate
2077,番薯,eHowNet-animate
2078,白薯,eHowNet-animate
2079,紅薯,eHowNet-animate
2080,苕,eHowNet-animate
2081,蕃薯,eHowNet-animate
2082,蓮藕,eHowNet-animate
2083,藕,eHowNet-animate
2084,藕節,eHowNet-animate
2085,藕粉,eHowNet-animate
2086,藕絲,eHowNet-animate
2087,地瓜粉,eHowNet-animate
2088,蕃薯粉,eHowNet-animate
